#,DATE,Scrip,LTP*,High,Low,Open,Close,YCP,Trade,VALUE (mn),Volume,Date,Breakout,Bullish,Bearish,MonthlyReturn,DailyReturn
432,2025-10-22,TB15Y0326,0,0,0,0,99.95,99.9,0,0,0,2025-10-22,FALSE,FALSE,FALSE,NA,NA
433,2025-10-22,TB15Y0327,0,0,0,0,102.86,102.8,0,0,0,2025-10-22,FALSE,FALSE,FALSE,NA,NA
434,2025-10-22,TB15Y0328,0,0,0,0,106.16,105.76,0,0,0,2025-10-22,FALSE,FALSE,FALSE,NA,NA
435,2025-10-22,TB15Y0329,0,0,0,0,107.22,106.52,0,0,0,2025-10-22,FALSE,FALSE,FALSE,NA,NA
436,2025-10-22,TB15Y0339,0,0,0,0,118.91,118.89,0,0,0,2025-10-22,FALSE,FALSE,FALSE,NA,NA
437,2025-10-22,TB15Y0340,0,0,0,0,120.67,120.67,0,0,0,2025-10-22,FALSE,FALSE,FALSE,NA,NA
438,2025-10-22,TB15Y0426,0,0,0,0,100,99.96,0,0,0,2025-10-22,FALSE,FALSE,FALSE,NA,NA
439,2025-10-22,TB15Y0427,0,0,0,0,103.09,103,0,0,0,2025-10-22,FALSE,FALSE,FALSE,NA,NA
440,2025-10-22,TB15Y0428,0,0,0,0,106.34,105.9,0,0,0,2025-10-22,FALSE,FALSE,FALSE,NA,NA
441,2025-10-22,TB15Y0429,0,0,0,0,107.26,106.63,0,0,0,2025-10-22,FALSE,FALSE,FALSE,NA,NA
442,2025-10-22,TB15Y0431,0,0,0,0,92.48,92.5,0,0,0,2025-10-22,FALSE,FALSE,FALSE,NA,NA
443,2025-10-22,TB15Y0437,0,0,0,0,88.83,88.84,0,0,0,2025-10-22,FALSE,FALSE,FALSE,NA,NA
444,2025-10-22,TB15Y0526,0,0,0,0,100.02,99.98,0,0,0,2025-10-22,FALSE,FALSE,FALSE,NA,NA
445,2025-10-22,TB15Y0527,0,0,0,0,103.33,103.22,0,0,0,2025-10-22,FALSE,FALSE,FALSE,NA,NA
446,2025-10-22,TB15Y0528,0,0,0,0,106.54,106.03,0,0,0,2025-10-22,FALSE,FALSE,FALSE,NA,NA
